,id,title,year,journal.id,journal.title
0,pub.1064746280,DNA strand breaks in human nasal respiratory epithelium are induced upon exposure to urban pollution.,1996,jour.1031925,Environmental Health Perspectives
0,pub.1139201972,"8-hydroxy-2'-deoxyguanosine, a major mutagenic oxidative DNA lesion, and DNA strand breaks in nasal respiratory epithelium of children exposed to urban pollution",1999,jour.1031925,Environmental Health Perspectives
0,pub.1058307642,Nasal Biopsies of Children Exposed to Air Pollutants,2001,jour.1087477,Toxicologic Pathology
0,pub.1019392979,Biochemical and histopathological changes in nasal epithelium of rats after 3-day intermittent exposure to formaldehyde and ozone alone or in combination,1994,jour.1087073,Toxicology Letters
0,pub.1083312919,IL-8 is one of the major chemokines produced by monkey airway epithelium after ozone-induced injury,1998,jour.1017022,American Journal of Physiology
0,pub.1082381484,Neutrophils enhance removal of ozone-injured alveolar epithelial cells in vitro,1995,jour.1017022,American Journal of Physiology
0,pub.1008879308,Alteration of Pulmonary Macrophage Intracellular PH Following Inhalation Exposure to Sulfuric Acid/Ozone Mixtures,1995,jour.1091204,Experimental Lung Research
0,pub.1036649240,"AIR POLLUTION AND BIRTH WEIGHT IN NORTHERN NEVADA, 1991-1999",2002,jour.1099488,Inhalation Toxicology
0,pub.1041139253,Neutrophil-Dependent and Neutrophil-Independent Alterations in the Nasal Epithelium of Ozone-Exposed Rats,2000,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1074751187,Ozone-induced lung inflammation and hyperreactivity are mediated via tumor necrosis factor-α receptors,2001,jour.1022099,American Journal of Physiology - Lung Cellular and Molecular Physiology
0,pub.1027570002,Ozone enhances the uptake of mineral particles by tracheobronchial epithelial cells in organ culture.,1996,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1033046723,Effects of ozone upon macrophage-interferon interactions,1996,jour.1016494,Toxicology
0,pub.1026428921,Ozone-Induced Modulation of Cell-Mediated Immune Responses in the Lungs,2001,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1051811986,EFFECTS OF INHALED OZONE ON PULMONARY IMMUNE CELLS CRITICAL TO ANTIBACTERIAL RESPONSES IN SITU,2002,jour.1099488,Inhalation Toxicology
0,pub.1018075077,Morphologic alteration of the olfactory bulb after acute ozone exposure in rats,1999,jour.1084802,Neuroscience Letters
0,pub.1025679900,Interfacial phospholipids inhibit ozone-reactive absorption-mediated cytotoxicity in vitro,2004,jour.1022099,American Journal of Physiology - Lung Cellular and Molecular Physiology
0,pub.1037093380,Long-term exposure to ozone alters peripheral and central catecholamine activity in rats,1997,jour.1005222,Pflügers Archiv - European Journal of Physiology
0,pub.1024803146,Phagocytosis and chemotaxis of rat alveolar macrophages after a combined or separate exposure to ozone and carbon black,1995,jour.1102499,Experimental and Toxicologic Pathology
0,pub.1070323508,"Oxidative Stress and Antioxidants at Biosurfaces: Plants, Skin, and Respiratory Tract Surfaces",1998,jour.1031925,Environmental Health Perspectives
0,pub.1016278781,Ozone produces functional deficits in the rat visual pathway,1997,jour.1345398,Clinical Neurophysiology
0,pub.1029649569,Comparison of Ozone-Induced Effects on Lung Mechanics and Hemodynamics in the Rabbit,1998,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1044940769,Ambient ozone concentrations induce airway hyperresponsiveness in some rat strains,1999,jour.1097884,European Respiratory Journal
0,pub.1005317741,Effect of ozone exposure on allergic sensitization and airway inflammation induced by dendritic cells,2002,jour.1014810,Clinical & Experimental Allergy
0,pub.1024682348,"Effects of Different Ozone Doses on Memory, Motor Activity and Lipid Peroxidation Levels, in Rats",2001,jour.1014608,International Journal of Neuroscience
0,pub.1013738913,Age-Related Toxicity in Rat Lungs Following Acute and Repeated Ozone Exposure,1996,jour.1099488,Inhalation Toxicology
0,pub.1027705396,"Ozone Inhalation Stimulates Expression of a Neutrophil Chemotactic Protein, Macrophage Inflammatory Protein 2",1993,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1022808774,"OZONE EFFECTS ON AIRWAY RESPONSIVENESS, LUNG INJURY, AND INFLAMMATION. COMPARATIVE RAT STRAIN AND IN VIVO/IN VITRO INVESTIGATIONS",1999,jour.1099488,Inhalation Toxicology
0,pub.1001573282,Nonspecific Bronchial Responsiveness Assessed in Vitro Following Acute Inhalation Exposure to Ozone and Ozone/Sulfuric Acid Mixtures,1995,jour.1091204,Experimental Lung Research
0,pub.1033226467,Diet restriction modulates lung response and survivability of rats exposed to ozone,2001,jour.1016494,Toxicology
0,pub.1063195278,Atypical development of the tracheal basement membrane zone of infant rhesus monkeys exposed to ozone and allergen,2003,jour.1022099,American Journal of Physiology - Lung Cellular and Molecular Physiology
0,pub.1014941949,Deficiency in Inducible Nitric Oxide Synthase Protects Mice from Ozone-Induced Lung Inflammation and Tissue Injury,2002,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1029665627,Endotoxin Potentiates Ozone-Induced Mucous Cell Metaplasia in Rat Nasal Epithelium,1998,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1058346738,EVOLUTION OF LUNG LESIONS IN RATS EXPOSED TO MIXTURES OF OZONE AND NITROGEN DIOXIDE,1997,jour.1099488,Inhalation Toxicology
0,pub.1001707159,Centriacinar Remodeling and Sustained Procollagen Gene Expression after Exposure to Ozone and Nitrogen Dioxide,1999,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1028162362,OZONE-INDUCED DNA STRAND BREAKS IN GUINEA PIG TRACHEOBRONCHIAL EPITHELIAL CELLS,1997,jour.1312169,Journal of Toxicology and Environmental Health
0,pub.1053613744,Virus-induced Airway Hyperresponsiveness and Asthma,1998,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1083383901,Regional clearance of solute from peripheral airway epithelia: recovery after sublobar exposure to ozone,1999,jour.1017950,Journal of Applied Physiology
0,pub.1074610844,Aldehydes (nonanal and hexanal) in rat and human bronchoalveolar lavage fluid after ozone exposure.,1999,jour.1358288,Research report
0,pub.1007619928,Ozone-induced vagal reflex modulates airways reactivity in rabbits,1996,jour.1005861,Respiratory Physiology & Neurobiology
0,pub.1074550445,Antioxidant transport modulates peripheral airway reactivity and inflammation during ozone exposure,1999,jour.1017950,Journal of Applied Physiology
0,pub.1002281074,The Submicron Atmospheric Aerosol as a Carrier of Reactive Chemical Species: Case of Peroxides,1998,jour.1430457,Applied Occupational and Environmental Hygiene
0,pub.1055486110,Measurements of peroxyacetyl nitrate at a remote site in the southwestern United States: tropospheric implications,1993,jour.1012116,Environmental Science and Technology
0,pub.1015616277,OZONE-INDUCED IMPAIRMENT OF PULMONARY TYPE IV HYPERSENSITIVITY AND AIRWAY HYPERRESPONSIVENESS IN MICE,1997,jour.1099488,Inhalation Toxicology
0,pub.1011714996,Ozone-induced disruptions of lung transcriptomes,2003,jour.1312044,Biochemical and Biophysical Research Communications
0,pub.1014437662,COMBINED AIR POLLUTION PARTICLE AND OZONE EXPOSURE INCREASES AIRWAY RESPONSIVENESS IN MICE,2002,jour.1099488,Inhalation Toxicology
0,pub.1006469767,Brain Monoamine Changes in Rats After Short Periods of Ozone Exposure,1997,jour.1085962,Neurochemical Research
0,pub.1055493266,Peroxyacetyl Nitrate and Peroxypropionyl Nitrate during SCOS 97-NARSTO,2001,jour.1012116,Environmental Science and Technology
0,pub.1005347020,Effects of vitamin E on ozone-induced memory deficits and lipid peroxidation in rats,1999,jour.1100930,Neuroreport
0,pub.1083062320,Damage to the nasopharyngeal mucosa induced by current levels of urban air pollution: a field study in lambs.,1997,jour.1097884,European Respiratory Journal
0,pub.1082791076,Perinatal development of iron and antioxidant defence systems.,1993,jour.1098265,Journal of Trace Elements in Medicine and Biology
0,pub.1083304270,Enhancement of fibronectin expression in rat lung by ozone and an inflammatory stimulus,1998,jour.1017022,American Journal of Physiology
0,pub.1015862526,Expression of inducible nitric oxide synthase mRNA in Brown Norway rats exposed to ozone: effect of dexamethasone,1995,jour.1054235,European Journal of Pharmacology
0,pub.1083209272,Potential involvement of 4-hydroxynonenal in the response of human lung cells to ozone,1998,jour.1017022,American Journal of Physiology
0,pub.1079847195,Response of the macaque nasal epithelium to ambient levels of ozone. A morphologic and morphometric study of the transitional and respiratory epithelium.,1987,jour.1017016,American Journal Of Pathology
0,pub.1082552169,Consequences of prolonged inhalation of ozone on F344/N rats: collaborative studies. Part VII: Effects on the nasal mucociliary apparatus.,1994,jour.1358288,Research report
0,pub.1009437957,Long-Lasting Effects of Chronic Ozone Exposure on Rat Nasal Epithelium,1999,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1013031761,Effects of ozone exposure during pregnancy on ontogeny of sleep in rats,1993,jour.1084802,Neuroscience Letters
0,pub.1008923809,THE PULMONARY COLLECTINS AND SURFACTANT METABOLISM,2001,jour.1017060,Annual Review of Physiology
0,pub.1048290115,Formaldehyde Toxicity—New Understanding,1990,jour.1099636,Critical Reviews in Toxicology
0,pub.1038570721,Mutagenicity of peroxyacetyl nitrate (PAN) in vivo: Tests for somatic mutations and chromosomal aberrations,1993,jour.1097668,Environmental and Molecular Mutagenesis
0,pub.1063753155,Two-Year and Lifetime Toxicity and Carcinogenicity Studies of Ozone in B6C3F1 Mice,1996,jour.1087477,Toxicologic Pathology
0,pub.1082928476,Ozone toxicity in the rat. II. Modeling changes due to ambient temperatures and duration,1996,jour.1017950,Journal of Applied Physiology
0,pub.1026796514,Adhesion molecules of blood polymorphonuclear leukocytes and alveolar macrophages in rats: modulation by exposure to ozone,1999,jour.1093112,Human & Experimental Toxicology
0,pub.1038043626,Kinetics of Nasal Epithelial Cell Loss and Proliferation in F344 Rats Following a Single Exposure to 0.5 ppm Ozone,1997,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1000032905,Fluticasone Propionate Attenuates Ozone-induced Rhinitis and  Mucous Cell Metaplasia in Rat Nasal Airway Epithelium,1998,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1027306181,Hyperthyroidism Increases the Risk of Ozone-Induced Lung Toxicity in Rats,2001,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1028031805,Sleep alterations and brain regional changes of serotonin and its metabolite in rats exposed to ozone,1994,jour.1084802,Neuroscience Letters
0,pub.1074563907,Neutrophils enhance clearance of necrotic epithelial cells in ozone-induced lung injury in rhesus monkeys,1999,jour.1017022,American Journal of Physiology
0,pub.1023447738,Tazanolast Inhibits Ozone-induced Airway  Hyperresponsiveness in Guinea Pigs,1998,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1046309141,Exposure to ozone aggravates nasal allergy-like symptoms in guinea pigs,2001,jour.1087073,Toxicology Letters
0,pub.1040860112,Rat Alveolar Macrophage Cytokine Production and Regulation of Neutrophil Recruitment Following Acute Ozone Exposure,1997,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1017457752,Ebselen Decreases Ozone-Induced Pulmonary Inflammation in Rats,2000,jour.1054004,Lung
0,pub.1018324214,Indoor/outdoor concentrations of ozone and peroxyacetyl nitrate (PAN),1997,jour.1017657,International Journal of Biometeorology
0,pub.1018190318,The relationship between alveolar epithelial proliferation and airway obstruction after ozone exposure,2002,jour.1371199,Allergy
0,pub.1082406450,Role of C fibers in physiological responses to ozone in rats,1995,jour.1017950,Journal of Applied Physiology
0,pub.1083232789,Exposing guinea pigs to ozone for 1 wk enhances responsiveness of rapidly adapting receptors,1998,jour.1017950,Journal of Applied Physiology
0,pub.1012696067,Inflammatory and Epithelial Responses in Mouse Strains That Differ in Sensitivity to Hyperoxic Injury,1998,jour.1091204,Experimental Lung Research
0,pub.1032805521,"NEWBORN MICE DIFFER FROM ADULT MICE IN CHEMOKINE AND CYTOKINE EXPRESSION TO OZONE, BUT NOT TO ENDOTOXIN",2000,jour.1099488,Inhalation Toxicology
0,pub.1049579238,ENDOTOXIN POTENTIATES OZONE-INDUCED PULMONARY CHEMOKINE AND INFLAMMATORY RESPONSES,2002,jour.1091204,Experimental Lung Research
0,pub.1041143250,Induction of Inflammatory Mediators in Human Airway  Epithelial Cells by Lipid Ozonation Products,1999,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1063195495,Susceptibility to ozone-induced acute lung injury in iNOS-deficient mice,2002,jour.1022099,American Journal of Physiology - Lung Cellular and Molecular Physiology
0,pub.1025995810,Influence of Acid Aerosol Droplet Size on Structural Changes in the Rat Lung Caused by Acute Exposure to Sulfuric Acid and Ozone,1997,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1017171333,Linkage analysis of susceptibility to ozone-induced lung inflammation in inbred mice,1997,jour.1103138,Nature Genetics
0,pub.1008096554,Comparison of mutagenic activities of several peroxyacyl nitrates,1990,jour.1097668,Environmental and Molecular Mutagenesis
0,pub.1033752049,"ADAPTIVE AND NON-ADAPTIVE RESPONSES IN RATS EXPOSED TO OZONE, ALONE AND IN MIXTURES, WITH ACIDIC AEROSOLS",1999,jour.1099488,Inhalation Toxicology
0,pub.1020788860,Cytogenetic analyses of the in vitro and in vivo responses of murine cells to peroxyacetyl nitrate (PAN),1995,jour.1018186,Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis
0,pub.1077126277,Effects of combined ozone and air pollution particle exposure in mice.,2001,jour.1358288,Research report
0,pub.1023625637,"Ozone-Induced Pulmonary Functional, Pathological, and Biochemical Changes in Normal and Vitamin C-Deficient Guinea Pigs",1995,jour.1092859,Toxicological Sciences
0,pub.1014884530,Role of Cytokine-induced Neutrophil Chemoattractant  (CINC) in Ozone-induced Airway Inflammation and  Hyperresponsiveness,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1020133326,Modulation by prostaglandins of activity of sleep-related neurons in the preoptic/anterior hypothalamic areas in rats,1994,jour.1085247,Brain Research Bulletin
0,pub.1037287912,Postnatal remodeling of the neural components of the epithelial-mesenchymal trophic unit in the proximal airways of infant rhesus monkeys exposed to ozone and allergen,2004,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1036844649,Role of macrophages and inflammatory mediators in chemically induced toxicity,2001,jour.1016494,Toxicology
0,pub.1064745451,Pulmonary and hepatic effects of inhaled ozone in rats.,1994,jour.1031925,Environmental Health Perspectives
0,pub.1038248923,Nitric Oxide Production in the Lung and Liver following Inhalation of the Pulmonary Irritant Ozone,1996,,
0,pub.1043068136,Chronic exposure of rats to ozone and sulfuric acid aerosol: biochemical and structural responses,1997,jour.1016494,Toxicology
0,pub.1083287969,Distinct inflammatory responses of adherent vascular lung neutrophils to pulmonary irritants.,1998,jour.1398625,Journal of inflammation
0,pub.1051153647,Quantitative Pathology of Nasal Passages in Rats Exposed to Urban Levels of Air Pollution,1994,jour.1009554,Environmental Research
0,pub.1083374072,Ozone-induced pulmonary inflammation and epithelial proliferation are partially mediated by PAF,1999,jour.1017950,Journal of Applied Physiology
0,pub.1011619888,Effect of Ozone on Diesel Exhaust Particle Toxicity in Rat Lung,2000,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1083304272,Clara cell secretory protein deficiency increases oxidant stress response in conducting airways,1998,jour.1017022,American Journal of Physiology
0,pub.1051561921,Exercising animal models in inhalation toxicology: interactions with ozone and formaldehyde,2003,jour.1009554,Environmental Research
0,pub.1019644485,Respiratory Tract Responses to Repeated Inhalation of an Oxidant and Acid Gas-Particle Air Pollutant Mixture,2001,jour.1092859,Toxicological Sciences
0,pub.1022308059,Cytokine Mediation of Ozone-induced Pulmonary Adaptation,1998,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1023718111,Uptake and fate of ozone in the respiratory tract,1995,jour.1087073,Toxicology Letters
0,pub.1046776525,Overall and regional lung function in dogs exposed acutely to ozone,1986,jour.1009554,Environmental Research
0,pub.1074859693,Respiratory tract toxicity in rats exposed to Mexico City air.,2001,jour.1358288,Research report
0,pub.1083130940,The environment and the eye. Topics of ophthalmic toxicology.,1996,jour.1017733,Lebanese Medical Journal
0,pub.1050376374,Modeling the Interactions of Ozone with Pulmonary Epithelial Lining Fluid Antioxidants,1998,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1024897659,Ozone and the lung: a sensitive issue,2000,jour.1084991,Molecular Aspects of Medicine
0,pub.1023480353,Assessment of respiratory function in safety pharmacology,2002,jour.1053995,Fundamental & Clinical Pharmacology
0,pub.1003545595,Chronic passive cigarette smoke exposure augments bronchopulmonary C‐fibre inputs to nucleus tractus solitarii neurones and reflex output in young guinea‐pigs,2000,jour.1312031,The Journal of Physiology
0,pub.1023279560,Cyclooxygenase-2 participates in the late phase of airway hyperresponsiveness after ozone exposure in guinea pigs,2000,jour.1054235,European Journal of Pharmacology
0,pub.1011075010,Priming of Allergic Immune Responses by Repeated Ozone Exposure in Mice,2000,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1053969527,Acute airway effects of formaldehyde and ozone in BALB/c mice,1999,jour.1093112,Human & Experimental Toxicology
0,pub.1000830628,DIFFERENCES BETWEEN HIPPOCAMPUS AND CEREBRAL CORTEX IN AGED RATS IN AN OXIDATIVE STRESS MODEL,2002,jour.1014608,International Journal of Neuroscience
0,pub.1083374054,Mast cell activation is not required for induction of airway hyperresponsiveness by ozone in mice,1999,jour.1017950,Journal of Applied Physiology
0,pub.1014214422,Repeated Subacute Ozone Exposure of Inbred Mice: Airway Inflammation and Ventilation,1994,jour.1091204,Experimental Lung Research
0,pub.1083109906,Some consequences of ozone exposure on health.,1997,jour.1014280,Archives of Medical Research
0,pub.1014211558,Sleep-wake disorganization in cats exposed to ozone,1992,jour.1084802,Neuroscience Letters
0,pub.1030152966,The effects of ozone exposure on the sleep-wake cycle and serotonin contents in the pons of the rat,1996,jour.1084802,Neuroscience Letters
0,pub.1053246141,EFFECTS OF OZONE ON MACROPHAGE ADHESION IN VITRO AND EPITHELIAL AND INFLAMMATORY RESPONSES IN VIVO: THE ROLE OF CYTOKINES,1997,jour.1312169,Journal of Toxicology and Environmental Health
0,pub.1082434279,Modulation of mast cell functions by in vitro ozone exposure,1995,jour.1017022,American Journal of Physiology
0,pub.1047121762,"Enhanced production of interleukin-1, tumor necrosis factor-alpha, and fibronectin by rat lung phagocytes following inhalation of a pulmonary irritant.",1994,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1026750748,Medium and long-term behavioral effects in mice of extended gestational exposure to ozone,1995,jour.1097316,Neurotoxicology and Teratology
0,pub.1074525572,Limited changes in handedness and morphine reactivity in CD-1 mice after pre- and postnatal ozone exposure.,1999,jour.1053942,Acta Neurobiologiae Experimentalis
0,pub.1083303262,Consequences of prolonged inhalation of ozone on F344/N rats: collaborative studies. Part XIII. A comparison of changes in the tracheobronchial epithelium and pulmonary acinus in male rats at 3 and 20 months.,1998,jour.1358288,Research report
0,pub.1051609574,"Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution",2002,jour.1081531,JAMA
0,pub.1083270696,O3-induced formation of bioactive lipids: estimated surface concentrations and lining layer effects,1998,jour.1017022,American Journal of Physiology
0,pub.1047197169,A new mechanism for the toxicity of ozone,1995,jour.1087073,Toxicology Letters
0,pub.1038961606,Detection of Aldehydes in Bronchoalveolar Lavage of Rats Exposed to Ozone,1996,jour.1092859,Toxicological Sciences
0,pub.1051884509,Formation of Biologically Active Oxysterols during Ozonolysis of Cholesterol Present in Lung Surfactant*,2004,jour.1077138,Journal of Biological Chemistry
0,pub.1070321931,Regulation of Antioxidant Enzymes in Lung after Oxidant Injury,1994,jour.1031925,Environmental Health Perspectives
0,pub.1049028740,Ambient formaldehyde detection with a laser spectrometer based on difference-frequency generation in PPLN,2001,jour.1312262,Applied Physics B
0,pub.1009443261,Attenuation of ozone-induced lung injury by interleukin-10,1999,jour.1087073,Toxicology Letters
0,pub.1064738490,Bad Air and Birth Defects,2002,jour.1031925,Environmental Health Perspectives
0,pub.1064747237,The effect of ambient carbon monoxide on low birth weight among children born in southern California between 1989 and 1993.,1999,jour.1031925,Environmental Health Perspectives
0,pub.1052455375,Effects of Ozone Exposure in Rats on Memory and Levels of Brain and Pulmonary Superoxide Dismutase,1998,jour.1009554,Environmental Research
0,pub.1048525264,"Effects of Taurine on Ozone-Induced Memory Deficits and Lipid Peroxidation Levels in Brains of Young, Mature, and Old Rats",2000,jour.1009554,Environmental Research
0,pub.1012665220,Effect of acute ozone exposure on locomotor behavior and striatal function,2003,jour.1016811,Pharmacology Biochemistry and Behavior
0,pub.1001179876,Cerebellar morphological alterations in rats induced by prenatal ozone exposure,1999,jour.1084802,Neuroscience Letters
0,pub.1029223047,Ocular Oxidants and Antioxidant Protection,1998,jour.1027092,Experimental Biology and Medicine
0,pub.1026837609,Ozone-Induced Acute Pulmonary Injury in Inbred Mouse Strains,2004,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1011493543,Interaction of gaseous and particulate pollutants in the respiratory tract: mechanisms and modulators,1995,jour.1016494,Toxicology
0,pub.1005066123,TLR4 and LPS hyporesponsiveness in humans,2002,jour.1021979,International Journal of Hygiene and Environmental Health
0,pub.1035684951,Ozone at high-pollution urban levels causes airway hyperresponsiveness to substance P but not to other agonists,1997,jour.1115840,Environmental Toxicology and Pharmacology
0,pub.1004975720,Effects of Triiodothyronine (T3) Supplementation Upon Ozone-Induced Lung Injury,1993,jour.1097312,Free Radical Research
0,pub.1008035147,Ventilatory responses to ozone are reduced in immature rats,2000,jour.1028525,Respiratory Research
0,pub.1063198381,Ozone-induced airway hyperresponsiveness is reduced in immature mice,2002,jour.1017950,Journal of Applied Physiology
0,pub.1063198314,Responses to ozone are increased in obese mice,2003,jour.1017950,Journal of Applied Physiology
0,pub.1001050665,Chronic exposure to ozone and nitric acid vapor results in increased levels of rat pulmonary putrescine,1998,jour.1019669,Archives of Toxicology
0,pub.1083048448,Mouse strain differences in ozone dosimetry and body temperature changes,1997,jour.1017022,American Journal of Physiology
0,pub.1029892576,Prolonged Exposure to Low Doses of Ozone: Short- and Long-Term Changes in Behavioral Performance in Mice,2001,jour.1009554,Environmental Research
0,pub.1038661721,Down-Regulation of Canine Airway Mast Cell Function Following Exposure to Ozone in Vivo,1996,jour.1091204,Experimental Lung Research
0,pub.1058292152,INTERACTION OF OZONE EXPOSURE WITH AIRWAY HYPERRESPONSIVENESS AND INFLAMMATION INDUCED BY TRIMELLITIC ANHYDRIDE IN SENSITIZED GUINEA PIGS,1997,jour.1312169,Journal of Toxicology and Environmental Health
0,pub.1007296059,Interaction of Ozone and Allergen Challenges on Bronchial Responsiveness and Inflammation in Sensitised Guinea Pigs,1997,jour.1102715,International Archives of Allergy and Immunology
0,pub.1008206664,Contractile Responses and Structure of Small Bronchi Isolated from Rats after 20 Months' Exposure to Ozone,1995,jour.1092859,Toxicological Sciences
0,pub.1008462016,Air Pollution and Lung Function Growth,1999,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1009153391,Involvement of Superoxide in Ozone-induced Airway Hyperresponsiveness in Anesthetized Cats,1993,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1083299949,Role of tachykinins in airway responses to ozone in rats,1998,jour.1017950,Journal of Applied Physiology
0,pub.1022869078,Ozone-induced inflammation and altered ventilation in genetically susceptible mice: a comparison of acute and subacute exposures,1994,jour.1087073,Toxicology Letters
0,pub.1082662962,Hypercapnic ventilatory responses in mice differentially susceptible to acute ozone exposure,1993,jour.1017950,Journal of Applied Physiology
0,pub.1012149260,Expression of the Bcl-2 Protein in Nasal Epithelia of F344/N Rats during  Mucous Cell Metaplasia and Remodeling,1998,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1036978025,Depletion of Human Stratum Corneum Vitamin E: An Early and Sensitive In Vivo Marker of UV Induced Photo-Oxidation,1998,jour.1358061,Journal of Investigative Dermatology
0,pub.1039179712,Protein Oxidation in Human Stratum Corneum: Susceptibility of Keratins to Oxidation In Vitro and Presence of a Keratin Oxidation Gradient In Vivo,1999,jour.1358061,Journal of Investigative Dermatology
0,pub.1074524940,Effects of ozone on ovalbumin sensitization in guinea pigs.,1998,jour.1011587,Journal of Microbiology Immunology and Infection
0,pub.1002155367,Oxidized Phospholipids Derived from Ozone-Treated Lung Surfactant Extract Reduce Macrophage and Epithelial Cell Viability,2002,jour.1098325,Chemical Research in Toxicology
0,pub.1045830156,HEALTH EFFECTS AND TIME COURSE OF PARTICULATE MATTER ON THE CARDIOPULMONARY SYSTEM IN RATS WITH LUNG INFLAMMATION,2002,jour.1023465,Journal of Toxicology and Environmental Health Part A
0,pub.1009565079,Ozone potentiates vitamin E depletion by ultraviolet radiation in the murine stratum corneum,2000,jour.1009938,FEBS Letters
0,pub.1037980441,DNA damage in leukocytes and buccal and nasal epithelial cells of individuals exposed to air pollution in Mexico City,1997,jour.1097668,Environmental and Molecular Mutagenesis
0,pub.1058346715,Time study on development and repair of lung injury following ozone exposure in rats.,2001,jour.1099488,Inhalation Toxicology
0,pub.1014922036,"ATTENUATION AND RECOVERY OF PULMONARY INJURY IN RATS FOLLOWING SHORT-TERM, REPEATED DAILY EXPOSURE TO OZONE",2002,jour.1099488,Inhalation Toxicology
0,pub.1083095869,Changes in receptor function by oxidative stress in guinea pig tracheal smooth muscle.,1996,jour.1400052,Central European Journal of Public Health
0,pub.1031622705,Inflammatory Cells and Ferruginous Bodies in Bronchoalveolar Lavage in Urban Dogs,1998,jour.1399764,Acta Cytologica
0,pub.1017409160,Spin Trapping Study in the Lungs and Liver of F344 Rats after Exposure to Ozone,1996,jour.1097312,Free Radical Research
0,pub.1083186043,Acute pulmonary toxicity of urban particulate matter and ozone.,1997,jour.1017016,American Journal Of Pathology
0,pub.1111237550,Peroxyacetyl nitrate: review of toxicity,1998,jour.1093112,Human & Experimental Toxicology
0,pub.1000710245,Enhancement of Nasal Inflammatory and Epithelial Responses after Ozone and Allergen Coexposure in Brown Norway Rats,2002,jour.1092859,Toxicological Sciences
0,pub.1044807449,Ozone Exposure Enhances Endotoxin-Induced Mucous Cell Metaplasia in Rat Pulmonary Airways,2003,jour.1092859,Toxicological Sciences
0,pub.1064737710,The effect of ozone exposure on the ability of human surfactant protein a variants to stimulate cytokine production.,2002,jour.1031925,Environmental Health Perspectives
0,pub.1082502251,Ozone toxicity in the rat. I. Effect of changes in ambient temperature on extrapulmonary physiological parameters,1995,jour.1017950,Journal of Applied Physiology
0,pub.1139201457,Cardiovascular and Systemic Responses to Inhaled Pollutants in Rodents: Effects of Ozone and Particulate Matter,2001,jour.1031925,Environmental Health Perspectives
0,pub.1016900209,Cytochrome P450 2E1 in Rat Tracheobronchial Airways: Response to Ozone Exposure,1998,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1050983570,Susceptibility to oxidative stress: proteomic analysis of bronchoalveolar lavage from ozone‐sensitive and ozone‐resistant strains of mice,2003,jour.1028854,Proteomics
0,pub.1033667401,"Vitamin C, Uric Acid, and Glutathione Gradients in Murine Stratum Corneum and their Susceptibility to Ozone Exposure",1999,jour.1358061,Journal of Investigative Dermatology
0,pub.1006289206,[48] High-pressure liquid chromatography analysis of ozone-induced depletion of hydrophilic and lipophilic antioxidants in murine skin,2000,,
0,pub.1030436971,Ozone: An Emerging Oxidative Stressor to Skin,2001,,
0,pub.1035921124,Site- and Cell-specific Alteration of Lung Copper/Zinc and Manganese  Superoxide Dismutases by Chronic Ozone Exposure,1997,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1025023756,Quantitation and Localization of Pulmonary Manganese Superoxide Dismutase and Tumor Necrosis Factor α following Exposure to Ozone and Nitrogen Dioxide,2000,jour.1092859,Toxicological Sciences
0,pub.1026644740,Genetic control of the innate immune response,2003,jour.1024252,BMC Immunology
0,pub.1025160097,Ozone carcinogenesis revisited.,1999,jour.1092859,Toxicological Sciences
